Disp(mm)  Force(kN)
0,0
0.2,0.189
0.4,0.365
0.6,0.514
0.8,0.63
1,0.726
1.2,0.812
1.4,0.892
1.6,0.966
1.8,1.034
2,1.097
2.2,1.154
2.4,1.207
2.6,1.251
2.8,1.288
3,1.322
3.2,1.354
3.4,1.383
3.6,1.411
3.8,1.438
4,1.463
4.2,1.487
4.4,1.51
4.6,1.532
4.8,1.553
5,1.573
5.2,1.593
5.4,1.612
5.6,1.63
5.8,1.648
6,1.665
6.2,1.682
6.4,1.699
6.6,1.715
6.8,1.731
7,1.746
7.2,1.762
7.4,1.776
7.6,1.791
7.8,1.806
8,1.82
8.2,1.834
8.4,1.848
8.6,1.861
8.8,1.875
9,1.888
9.2,1.901
9.4,1.914
9.6,1.927
9.8,1.939
10,1.952
10.2,1.964
10.4,1.976
10.6,1.988
10.8,1.999
11,2.01
11.2,2.021
11.4,2.032
11.6,2.042
11.8,2.052
12,2.062
12.2,2.072
12.4,2.081
12.6,2.089
12.8,2.096
13,2.103
13.2,2.109
13.4,2.115
13.6,2.121
13.8,2.126
14,2.131
14.2,2.135
14.4,2.139
14.6,2.143
14.8,2.146
15,2.149
15.2,2.152
15.4,2.155
15.6,2.157
15.8,2.157
16,2.157
16.2,2.156
16.4,2.155
16.6,2.153
16.8,2.151
17,2.149
17.2,2.145
17.4,2.142
17.6,2.137
17.8,2.133
18,2.128
18.2,2.122
18.4,2.116
18.6,2.11
18.8,2.103
19,2.096
19.2,2.088
19.4,2.078
19.6,2.069
19.8,2.059
20,2.048
20.2,2.037
20.4,2.026
20.6,2.015
20.8,2.004
21,1.992
21.2,1.981
21.4,1.969
21.6,1.957
21.8,1.945
22,1.932
22.2,1.92
22.4,1.907
22.6,1.895
22.8,1.882
23,1.87
23.2,1.857
23.4,1.844
23.6,1.831
23.8,1.818
24,1.806
23.8,1.616
23.6,1.438
23.4,1.282
23.2,1.128
23,0.986
22.8,0.871
22.6,0.781
22.4,0.702
22.2,0.629
22,0.558
21.8,0.499
21.6,0.443
21.4,0.398
21.2,0.354
21,0.309
20.8,0.265
20.6,0.225
20.4,0.191
20.2,0.167
20,0.145
19.8,0.123
19.6,0.105
19.4,0.09
19.2,0.076
19,0.063
18.8,0.049
18.6,0.038
18.4,0.03
18.2,0.023
18,0.016
17.8,0.01
17.6,0.003
17.4,-0.002
17.2,-0.006
17,-0.009
16.8,-0.012
16.6,-0.015
16.4,-0.017
16.2,-0.02
16,-0.022
15.8,-0.025
15.6,-0.027
15.4,-0.028
15.2,-0.03
15,-0.031
14.8,-0.032
14.6,-0.034
14.4,-0.035
14.2,-0.036
14,-0.038
13.8,-0.039
13.6,-0.04
13.4,-0.042
13.2,-0.043
13,-0.045
12.8,-0.046
12.6,-0.048
12.4,-0.05
12.2,-0.051
12,-0.053
11.8,-0.055
11.6,-0.056
11.4,-0.058
11.2,-0.06
11,-0.063
10.8,-0.065
10.6,-0.069
10.4,-0.075
10.2,-0.081
10,-0.087
9.8,-0.093
9.6,-0.101
9.4,-0.108
9.2,-0.114
9,-0.12
8.8,-0.126
8.6,-0.131
8.4,-0.136
8.2,-0.141
8,-0.147
7.8,-0.152
7.6,-0.157
7.4,-0.163
7.2,-0.168
7,-0.175
6.8,-0.182
6.6,-0.188
6.4,-0.195
6.2,-0.202
6,-0.209
5.8,-0.216
5.6,-0.222
5.4,-0.229
5.2,-0.236
5,-0.242
4.8,-0.25
4.6,-0.257
4.4,-0.265
4.2,-0.272
4,-0.283
3.8,-0.297
3.6,-0.31
3.4,-0.323
3.2,-0.335
3,-0.346
2.8,-0.359
2.6,-0.375
2.4,-0.39
2.2,-0.406
2,-0.421
1.8,-0.44
1.6,-0.462
1.4,-0.483
1.2,-0.513
1,-0.545
0.8,-0.575
0.6,-0.604
0.4,-0.635
0.2,-0.692
0,-0.747
-0.2,-0.809
-0.4,-0.869
-0.6,-0.925
-0.8,-0.977
-1,-1.025
-1.2,-1.071
-1.4,-1.113
-1.6,-1.153
-1.8,-1.191
-2,-1.226
-2.2,-1.259
-2.4,-1.29
-2.6,-1.32
-2.8,-1.349
-3,-1.376
-3.2,-1.402
-3.4,-1.427
-3.6,-1.45
-3.8,-1.473
-4,-1.495
-4.2,-1.516
-4.4,-1.537
-4.6,-1.557
-4.8,-1.576
-5,-1.594
-5.2,-1.612
-5.4,-1.63
-5.6,-1.647
-5.8,-1.664
-6,-1.68
-6.2,-1.696
-6.4,-1.711
-6.6,-1.727
-6.8,-1.742
-7,-1.756
-7.2,-1.771
-7.4,-1.785
-7.6,-1.799
-7.8,-1.813
-8,-1.827
-8.2,-1.84
-8.4,-1.853
-8.6,-1.866
-8.8,-1.879
-9,-1.892
-9.2,-1.905
-9.4,-1.917
-9.6,-1.93
-9.8,-1.942
-10,-1.954
-10.2,-1.966
-10.4,-1.979
-10.6,-1.99
-10.8,-2.001
-11,-2.011
-11.2,-2.022
-11.4,-2.032
-11.6,-2.043
-11.8,-2.053
-12,-2.063
-12.2,-2.072
-12.4,-2.08
-12.6,-2.088
-12.8,-2.096
-13,-2.103
-13.2,-2.109
-13.4,-2.115
-13.6,-2.12
-13.8,-2.125
-14,-2.13
-14.2,-2.134
-14.4,-2.138
-14.6,-2.142
-14.8,-2.145
-15,-2.148
-15.2,-2.151
-15.4,-2.153
-15.6,-2.154
-15.8,-2.154
-16,-2.154
-16.2,-2.153
-16.4,-2.152
-16.6,-2.15
-16.8,-2.147
-17,-2.144
-17.2,-2.141
-17.4,-2.137
-17.6,-2.132
-17.8,-2.127
-18,-2.122
-18.2,-2.116
-18.4,-2.11
-18.6,-2.103
-18.8,-2.096
-19,-2.088
-19.2,-2.079
-19.4,-2.07
-19.6,-2.06
-19.8,-2.05
-20,-2.039
-20.2,-2.028
-20.4,-2.017
-20.6,-2.006
-20.8,-1.994
-21,-1.983
-21.2,-1.971
-21.4,-1.96
-21.6,-1.947
-21.8,-1.935
-22,-1.922
-22.2,-1.91
-22.4,-1.897
-22.6,-1.885
-22.8,-1.873
-23,-1.86
-23.2,-1.847
-23.4,-1.834
-23.6,-1.821
-23.8,-1.809
-24,-1.796
-23.8,-1.606
-23.6,-1.431
-23.4,-1.275
-23.2,-1.122
-23,-0.98
-22.8,-0.869
-22.6,-0.778
-22.4,-0.7
-22.2,-0.627
-22,-0.555
-21.8,-0.494
-21.6,-0.441
-21.4,-0.396
-21.2,-0.352
-21,-0.307
-20.8,-0.263
-20.6,-0.224
-20.4,-0.19
-20.2,-0.166
-20,-0.144
-19.8,-0.122
-19.6,-0.104
-19.4,-0.089
-19.2,-0.075
-19,-0.062
-18.8,-0.048
-18.6,-0.038
-18.4,-0.029
-18.2,-0.022
-18,-0.015
-17.8,-0.009
-17.6,-0.002
-17.4,0.003
-17.2,0.007
-17,0.01
-16.8,0.013
-16.6,0.016
-16.4,0.018
-16.2,0.021
-16,0.023
-15.8,0.026
-15.6,0.028
-15.4,0.029
-15.2,0.031
-15,0.032
-14.8,0.033
-14.6,0.035
-14.4,0.036
-14.2,0.037
-14,0.039
-13.8,0.04
-13.6,0.041
-13.4,0.043
-13.2,0.044
-13,0.045
-12.8,0.047
-12.6,0.048
-12.4,0.049
-12.2,0.051
-12,0.052
-11.8,0.053
-11.6,0.055
-11.4,0.056
-11.2,0.058
-11,0.059
-10.8,0.061
-10.6,0.062
-10.4,0.064
-10.2,0.065
-10,0.066
-9.8,0.068
-9.6,0.069
-9.4,0.07
-9.2,0.072
-9,0.073
-8.8,0.075
-8.6,0.076
-8.4,0.078
-8.2,0.079
-8,0.081
-7.8,0.082
-7.6,0.084
-7.4,0.085
-7.2,0.087
-7,0.088
-6.8,0.09
-6.6,0.091
-6.4,0.093
-6.2,0.094
-6,0.096
-5.8,0.097
-5.6,0.099
-5.4,0.1
-5.2,0.101
-5,0.103
-4.8,0.104
-4.6,0.107
-4.4,0.11
-4.2,0.114
-4,0.117
-3.8,0.121
-3.6,0.125
-3.4,0.128
-3.2,0.132
-3,0.136
-2.8,0.141
-2.6,0.146
-2.4,0.151
-2.2,0.156
-2,0.161
-1.8,0.167
-1.6,0.172
-1.4,0.177
-1.2,0.182
-1,0.187
-0.8,0.192
-0.6,0.197
-0.4,0.202
-0.2,0.207
0,0.211
0.2,0.217
0.4,0.223
0.6,0.228
0.8,0.234
1,0.24
1.2,0.245
1.4,0.251
1.6,0.257
1.8,0.262
2,0.268
2.2,0.274
2.4,0.279
2.6,0.285
2.8,0.29
3,0.295
3.2,0.3
3.4,0.305
3.6,0.31
3.8,0.315
4,0.32
4.2,0.325
4.4,0.33
4.6,0.335
4.8,0.341
5,0.346
5.2,0.351
5.4,0.356
5.6,0.361
5.8,0.365
6,0.37
6.2,0.375
6.4,0.38
6.6,0.384
6.8,0.389
7,0.393
7.2,0.398
7.4,0.403
